,0
A0A1H8KNN0,30.0
A0A1A9FQQ8,30.0
A0A1R1EFI8,30.0
A0A1G9Q8R4,30.0
A0A6A9QGT6,88.0
C1DU72,68.0
F2KQ70,75.0
A0A6A9QEY1,88.0
A0A8E3B208,26.5
A0A1H8VJM5,28.0
A0A1M5HL23,27.5
A0A0G2ZSH5,28.0
A0A1L8CW88,65.0
A0A1X1CTM7,28.0
A0A7W3TJ49,28.0
A0A7W7IA15,29.0
A0A2C0HYW7,30.0
A0A0H4QHR1,30.0
C1DWA9,68.0
C1DT95,68.0
A0A0P6YDI7,27.0
A0A1H9RHJ6,29.0
A0A177E9N7,65.0
A0A177E477,65.0
F2KRV2,75.0
A0A3G5F2P6,29.0
A0A0D0QJ22,30.0
A0A8G2CCA2,30.0
Q9WYY7,75.0
A0A1X6YM84,25.0
A0A1M6Y7M7,28.0
A0A3G5F580,29.0
A0A1H8KHU4,28.0
A0A0D0IQR7,30.0
E4U842,60.0
E4U6D8,60.0
A0A2K8KD74,28.0
A0A177E916,65.0
A0A1L0EAZ5,13.5
C1DW99,68.0
A0A1L8CS65,65.0
A0A6A9QBZ9,88.0
A0A1C4YAG9,28.0
A0A1I2DME7,27.0
E4U543,60.0
A0A1H8R299,28.0
A0A1G6Q6A6,28.0
A0A917LCE3,27.0
E4SHE0,70.0
A0A177E5K2,65.0
A0A8J7SHA3,21.0
E4U9W9,60.0
F2NN07,70.0
A0A8I0H6F4,27.0
A0A859QHC4,28.0
A0A1H8US77,28.0
A0A6A9QGG3,88.0
A0A7W9SMU9,30.0
A0A8I0LCF5,27.0
A0A1M7ARL2,30.0
A0A1M6PW95,30.0
F2KMK2,75.0
A0A317NF89,29.0
Q9X1T4,75.0
B0KCD6,65.0
C1DUE1,68.0
A0A7W7WQI1,28.0
Q9X0H6,75.0
A0A1M6V9D4,30.0
F2KQU6,75.0
C1DUB2,68.0
A0A1S9H138,30.0
A0A1L8CXN1,65.0
A0A1G6E1U3,30.0
A0A7Y3IQU4,28.0
A0A1C5H6G7,27.0
A0A1H3AM33,28.0
H8FTZ3,26.0
D9S0T4,67.0
A0A923KT46,20.0
A0A7W7AJ55,27.0
A0A1R0L1X7,28.0
E4U7G4,60.0
A0A5C4S013,25.0
A0A3A5JL56,29.0
A0A7Y3IQ20,28.0
A0A1G6T5I9,28.0
A0A1W1XV95,60.0
A0A3D9E1X5,30.0
A0A1I1PJJ6,29.0
A0A7G9QPJ4,30.0
A0A1N7ETM2,28.0
A0A1N6WK76,28.0
A0A4R1HJL9,28.0
A0A7X0FKS5,28.0
A0A1U7CJQ0,28.0
D9RYN3,67.0
A0A1I1RQI2,30.0
A0A1H3YKI8,13.0
A0A0P9KHM4,27.0
A0A177E6S0,65.0
C7P8T3,85.0
A0A1W1XNR0,60.0
A0A1L8CU67,65.0
A0A1L8CX15,65.0
A0A1W1XHV0,60.0
A0A1W1XGU5,60.0
L0HG42,30.0
F2KMG9,75.0
A0A918AIM6,27.33333396911621
F7ZA67,21.0
A0A494WEY4,29.0
F2KPL7,75.0
A0A1M7L749,30.0
A0A1W1WXT5,60.0
A0A6G4W6L3,30.0
A0A917L3L1,27.0
A0A199XUS5,24.0
Q9WYK1,75.0
A0A918AU03,27.33333396911621
A0A0F5VH14,28.0
A0A4R3LY22,30.0
A0A239K5K7,29.0
A0A1H9LT97,28.0
E3H867,30.0
F2KS62,75.0
C1DTS5,68.0
A0A1H3HDY3,28.0
Q9WZS3,75.0
B0KA77,65.0
A0A2K8NWB4,23.0
A0A1L8CWR8,65.0
A0A1M4YQ28,60.0
A0A316ERI4,30.0
A0A6P2Q8C0,30.0
A0A1M4Z7M8,60.0
A0A2K8K848,28.0
F2KR64,75.0
F2KPC3,75.0
E4U474,60.0
A0A8B4QTH3,29.0
A0A7W3Y217,28.0
A0A4Y9AEE8,30.0
A0A7K3QCJ4,27.0
A0A1G8F0F4,75.0
A0A561WKH4,28.0
A0A2T3L1N9,25.5
C7P7E2,85.0
E4U8Y8,60.0
A0A1M5AYE4,60.0
A0A840ZH67,27.5
A0A1G7WXR8,21.0
A0A7I7QHL3,29.0
F2NP25,70.0
A0A1H9ZK94,28.0
A0A1H7W404,29.0
A0A0F4JZB0,27.0
A0A1M7KDR6,30.0
A0A7I7QEC7,29.0
A0A859QEZ1,28.0
A0A7I9ZPN0,28.0
A0A1C4ZRY5,27.0
A0A8I0L6E0,27.0
A0A562IGF0,27.0
A0A256GDH2,30.0
A0A841DJ67,29.0
A0A1L8CV41,65.0
A0A7W4UL50,29.5
A0A543FT78,28.0
A0A1H9IYP8,28.0
B0KCW9,65.0
A0A1M6P088,30.0
A0A1M7MYM6,30.0
A0A6G4WJ69,30.0
Q9WY19,75.0
E4SFC7,70.0
C1DTE4,68.0
A0A098FWE4,27.0
A0A177E9I1,65.0
A0A4R3LWK0,30.0
A0A2K8NVK7,23.0
A0A7K3SA37,27.0
A0A177E939,65.0
A0A2V3XUD5,30.0
A0A2S8S6C9,29.0
A0A327YZZ9,28.0
A0A1B7IVJ1,29.0
A0A3B0M6U5,20.0
Q084P6,21.0
A0A6A9QKJ2,88.0
E4U5F6,60.0
A0A3D9D187,30.0
A0A1M7N498,30.0
A0A085ZGS2,28.0
A0A6A9QKP5,88.0
A0A1H7BBG0,30.0
A0A1M7KQE1,30.0
E4U5H0,60.0
A0A1H7DF57,30.0
E4SBJ6,70.0
A0A3A9ZNB9,29.0
A0A1W1XP25,60.0
F2NQZ2,70.0
F2KNE9,75.0
A0A7Y9KHU1,27.0
D9RZN7,67.0
A0A1H4DLF6,13.0
A0A561VS52,28.0
A0A318D7X5,29.0
A0A1W1XWX2,60.0
A0A4R1HHT5,28.0
A0A1W1XLR7,60.0
D9S118,67.0
A0A1L0B4K5,13.5
A0A6A9QKL6,88.0
E4UA74,60.0
A0A1I1K487,30.0
A0A923I1P3,20.0
Q9WZ14,75.0
A0A1X6ZWY6,25.0
A0A841DF83,29.0
A0A4V3C583,28.0
A0A5B8V9A5,28.0
A0A1L8CUI3,65.0
A0A839RM64,29.0
A0A1H3S702,28.0
A0A177E8K1,65.0
V4QB50,30.0
A0A1N6SQR1,28.0
A0A177E664,65.0
A0A0D2JB70,30.0
A0A1R0L033,28.0
A0A7W7R1U0,27.5
A0A1I6AK18,28.0
A0A1M6PYW1,30.0
A0A7W9SMF1,30.0
D9RYT8,67.0
A0A101Q3Z5,27.0
E4U6C7,60.0
E4TXD2,25.0
Q9X1H4,75.0
A0A6A9QGX6,88.0
A0A177E7S6,65.0
A0A316IFH0,28.0
D9RXX8,67.0
A0A1W1XH08,60.0
A0A6A9QE11,88.0
A0A177E6F7,65.0
F2NKF3,70.0
A0A561VLU7,28.0
A0A1G8KKU7,30.0
H8FRS9,26.0
F2KN59,75.0
A0A1M4XA39,60.0
A0A7Y9G9E4,27.0
A0A5B8V795,28.0
A0A1H2G6R0,28.0
E4SF42,70.0
E4SDV9,70.0
A0A1J6W6E6,30.0
A0A2V3Y998,30.0
A0A239M8G6,29.0
A0A511T4B6,28.0
F2KP93,75.0
A0A511Z813,30.0
A0A1M6M0F1,30.0
B6BNM9,15.0
A0A2V3Y3X2,30.0
C1DWY8,68.0
A0A177E9X7,65.0
A0A1Y6HNG8,28.0
C1DWR6,68.0
A0A502G5F5,23.0
A0A3N9UGB0,30.0
A0A4P7UBY0,28.0
A0A561SK01,28.0
A0A3A9YR21,29.0
A0A561TR80,28.0
A0A177E8Q5,65.0
D9RZF0,67.0
A0A7W7LXB6,26.5
A0A1H9WUK0,28.0
A0A917UPE2,27.0
A0A7W7EWH6,27.0
D9RYQ8,67.0
F2KQG8,75.0
A0A1V2VW69,30.0
A0A1W1XVC3,60.0
A0A2K8KE78,28.0
A0A1R0KL39,28.0
A0A0D0QB80,30.0
A0A1M4ZGF0,60.0
A0A1R0KQR9,28.0
A0A8H2LGE5,22.0
A0A1L8CY66,65.0
A0A4Q7CY56,30.0
A0A256G9G4,30.0
A0A917P648,27.0
A0A919T9D8,28.0
F2NMS6,70.0
A0A317N225,29.0
C1DU90,68.0
A0A1H2LCY2,28.0
A0A0U3N8E9,28.0
A0A1U7CQS1,28.0
A0A0U3MPM8,28.0
A0A8I0HD78,27.0
C1DVQ8,68.0
A0A8I1K7T5,27.0
A0A2T0V0W1,29.0
F2NN19,70.0
A0A7G9QVW0,30.0
D9RZH0,67.0
A0A2K2Z6K6,25.0
A0A2S8SE29,29.0
A0A931CTB7,30.0
A0A1H9BGV0,30.0
D9S0H7,67.0
A0A1W1XSD8,60.0
F2NNX7,70.0
A0A2K8K7W6,28.0
A0A1W1XGQ5,60.0
C1DXU1,68.0
A0A1W1XPE7,60.0
G7ZC58,30.0
A0A7W7PU00,26.5
A0A1L8CYQ1,65.0
A0A4Q1ULS8,28.0
C1DVW0,68.0
A0A919TEJ9,28.0
A0A1M7ZY78,30.0
A0A1G6WJW1,28.0
D9S2U1,67.0
F2KPK0,75.0
A0A919MTW2,27.0
A0A8I0LAX8,27.0
A0A1H9Y4G7,28.0
A0A7W7VUA6,27.5
A0A6A9QH16,88.0
A0A543GI80,28.0
F2NK50,70.0
A0A368ZKF6,25.0
A0A8G2CC57,30.0
A0A1G7M3Z2,28.0
F2NNB3,70.0
F2NPQ3,70.0
A0A512M8M3,30.0
Q9X174,75.0
A0A6A9QGP5,88.0
A0A561TPR6,28.0
A0A2V4V5W2,30.0
A0A918AQK2,27.33333396911621
A0A0D0INT0,30.0
A0A6A9QJC2,88.0
A0A250VIG3,26.66666603088379
A0A1G6ZWA0,30.0
A0A323VFN5,29.0
A0A920BPE4,28.0
A0A0B2A3E7,28.0
A0A085G4J0,30.0
A0A853DQ77,29.0
A0A7W7VYA9,27.5
F2KNY5,75.0
A0A1I2LYS3,27.0
A0A077LW78,28.0
A0A1W1WZ87,60.0
A0A1W1XP48,60.0
A0A512M3N9,30.0
A0A1G7CC72,28.0
A0A1L8CUL7,65.0
A0A859QI92,28.0
A0A1H7GZS2,30.0
A0A7W9SP35,30.0
A0A1H4KLH1,29.0
A0A1H7EH75,30.0
A0A1H8VQ68,28.0
A0A327Z192,28.0
A0A6A9QN84,88.0
A0A1I1JZ53,30.0
A0A6H9YUM5,28.0
A0A3B0MLH0,20.0
A0A177E9M6,65.0
A0A8E3B1U3,26.5
A0A841Z5M4,30.0
Q9WZF7,75.0
A0A543GJ29,28.0
F2KRU6,75.0
A0A1M6JB81,30.0
C1DVI3,68.0
A0A1H2VBN0,30.0
A0A1H7TBG5,29.0
E4U4I4,60.0
A0A3E0B6E7,28.0
A0A3A5K208,29.0
E4SFV8,70.0
A0A177E4J7,65.0
F2KQB3,75.0
F2NNI1,70.0
A0A1H8PN14,30.0
A0A1H8FIJ2,30.0
A0A066U4R0,27.0
A0A3N9UJN3,30.0
A0A401J4E9,29.0
A0A4Y4CR61,27.0
F2KMU6,75.0
C1DWC5,68.0
A0A0P6XMY6,27.0
D2QW30,26.0
A0A1I5P345,28.0
A0A840ZJU5,27.5
E4U635,60.0
A0A7X0MW37,25.0
A0A1W1XIY8,60.0
A0A918IFH1,28.0
A0A1H1H5Y6,30.0
A0A511UUQ7,29.0
A0A1W1XVL2,60.0
A0A3E0BMW6,28.0
A0A1B7IFD0,29.0
A0A1I2INS0,27.0
A0A1L8CWT1,65.0
A0A6G4AMG5,28.0
A0A1Y0I8Z5,27.0
F2NNZ0,70.0
A0A2T3IXI6,28.0
A0A1W1XMU3,60.0
F2NM28,70.0
A0A7K3RTT8,27.0
A0A1I1Q7E6,30.0
A0A3D9CKE8,30.0
A0A286H2J5,29.0
C1DVU3,68.0
A0A1L8CRM4,65.0
A0A286TT06,26.66666603088379
F2KRI5,75.0
A0A1M5PD61,28.0
F2KR68,75.0
A0A6A9QGA5,88.0
A0A561SY76,28.0
A0A1L8CU79,65.0
A0A2S8S6A1,29.0
C7P597,85.0
A0A199XUI4,24.0
A0A1I1IK58,30.0
A0A0M0LKZ2,30.0
A0A0P9KP93,27.0
A0A0A2UQF0,30.0
A0A1G8EL01,75.0
A0A327ZL38,28.0
A0A510V3K8,29.0
A0A2R4BLG6,30.0
A0A177E954,65.0
A0A1A9FND3,30.0
Q56311,75.0
A0A7W9L270,26.0
A0A561SQY1,28.0
V4PMA8,30.0
A0A916TWN2,28.0
A0A7W5TT96,28.0
D9S110,67.0
A0A225SW22,29.0
A0A1W1XH73,60.0
F2NNP7,70.0
A0A1G7ZD11,75.0
E4SDA0,70.0
A0A6A9QGY0,88.0
C1DVB1,68.0
E4U9A1,60.0
A0A1C5ID28,27.0
A0A1I1VYI3,30.0
A0A840AJ28,25.0
A0A7Y9WZE8,28.0
E4UAV7,60.0
A0A1H8TBS5,28.0
A0A1W1XDI5,60.0
G7ZDR8,30.0
A0A1M4VTD2,25.0
F6FT47,28.5
H8FVJ7,26.0
A0A1L8CT79,65.0
A0A098FX63,27.0
A0A0R1QV15,30.0
D9S3C4,67.0
A0A7W9MWY9,28.0
D9S2M6,67.0
A0A098FUE7,27.0
A0A1L8CVX6,65.0
A0A177E5Z4,65.0
A0A1H4HII9,13.0
A0A1H9NLT6,28.0
A0A1M4X9E1,60.0
A0A1W1X9X3,60.0
A0A919TDD7,28.0
F2NKS0,70.0
B0K8J3,65.0
D5DS83,30.0
A0A0U5F369,30.0
A0A368ZI86,25.0
A0A1M4TIC5,60.0
A0A0T9T4N1,29.0
A0A1L8CX08,65.0
A0A7W4ZP21,26.5
F2KP18,75.0
A0A317N3Q1,29.0
E4SD40,70.0
F2KPC8,75.0
A0A7G5Z5H3,28.0
D9S3D6,67.0
D9RZG8,67.0
F2NN20,70.0
A0A075NVV4,25.0
A0A316EVU5,30.0
F2KRE3,75.0
A0A7W4ZM69,26.5
E4U5Y1,60.0
A0A1L8CUX5,65.0
A0A3A5K3A1,29.0
A0A7G5Z6S3,28.0
F2RFI6,27.0
E4SHB6,70.0
F2KQX2,75.0
A0A807AKM6,27.0
A0A3B0M965,20.0
F2KR70,75.0
A0A1M4XGA1,60.0
D4H3J3,30.0
A0A7K3QDG7,27.0
A0A5M4FIP9,28.0
A0A2A9TLN4,30.0
A0A7W7MY86,29.0
A0A1L8CWZ4,65.0
A0A511D411,29.0
F2NPD1,70.0
A0A1L8CWU9,65.0
A0A1X1CXQ3,28.0
A0A2N3YIW9,27.0
A0A0P9CIP9,30.0
A0A3N1XVR3,30.0
F2KRK9,75.0
E4UAJ8,60.0
A0A2C8FAF3,30.0
E4U460,60.0
A0A1H4EVB2,13.0
F2KQ02,75.0
A0A2R5EQX4,30.0
A0A1G8DLU7,75.0
A0A1H8UIT8,28.0
C1DXT6,68.0
A0A1S6JAL7,27.0
A0A846ZDD9,30.0
A0A0B8YBW2,28.0
A0A510V6R1,29.0
A0A177E925,65.0
F2NKY9,70.0
A0A7G7BRZ6,27.0
F2NR67,70.0
Q9X0Z3,75.0
A0A177E6H3,65.0
A0A7W7EXP4,27.0
C1DVQ7,68.0
A0A1H1HRY3,30.0
D4H5S9,30.0
Q07WF8,21.0
A0A3G5F2Q6,29.0
A0A4R6ZMV6,27.0
A0A839Z3T1,29.0
A0A1G6CWS2,30.0
A0A318RDR4,28.0
A0A3N1XPD7,30.0
A0A1J4N532,27.0
A0A7K3S2S4,27.0
A0A6A9QF53,88.0
A0A1I6ALV1,28.0
A0A3L8RPW4,27.0
F2NQ88,70.0
L0HCW4,30.0
A0A5B8VEG3,28.0
A0A2U3APU8,27.0
C1DXL7,68.0
A0A0F4JLF0,27.0
F2R7L7,27.0
A0A8B4QY35,29.0
A0A1G8BPS6,75.0
A0A0A2UTK1,30.0
A0A839RLA7,29.0
A0A1G8FDC8,75.0
G4HLV0,30.0
B0KAK0,65.0
A0A1M4ZVL1,60.0
A0A1X3DWQ1,30.0
A0A512MEY4,30.0
F2NNW2,70.0
A0A4V3CV65,27.0
A0A918EHK3,27.33333396911621
C1DWI1,68.0
A0A511UMY2,29.0
A0A1W1XKT5,60.0
A0A1Q8SU30,28.0
A0A3B0M8Z0,20.0
A0A2P8HFQ9,30.0
A0A5M4FAJ7,28.0
B0KBM2,65.0
A0A5B8VGJ8,28.0
A0A1I2K6J8,27.0
I3Z0C7,28.0
A0A1L8CU41,65.0
D9RZN8,67.0
A0A1W1WZ36,60.0
F2KQI0,75.0
A0A561WR04,28.0
A0A0F5PRX6,12.0
F2REB9,27.0
A0A7X0JRQ9,25.0
A0A075NTW9,25.0
F2KMM3,75.0
D2QDR6,26.0
A0A1G6RMA7,29.0
A0A177EC60,65.0
A0A1H8ZHD9,30.0
A0A1C5GKD5,27.0
A0A975F8V9,26.0
A0A7I9ZLH0,28.0
A0A840F3R6,29.0
A0A542EPD7,29.0
F2NQI0,70.0
A0A7I9ZJC5,28.0
F2KQA7,75.0
A0A6I4TJT0,30.0
A0A1I3BJ73,30.0
A0A6H9YMC9,28.0
D6Z6F4,30.0
Q9WYZ1,75.0
A0A1L8CU04,65.0
A0A2K2ZCR1,25.0
A0A1I1HIX9,30.0
A0A318S316,28.0
A0A4S3PUF7,30.0
A0A6H9YHA2,28.0
A0A144WB55,30.0
A0A1H9DNV9,30.0
D9RXR9,67.0
A0A0B8YBD7,28.0
V8QSG7,28.0
E4SG83,70.0
A0A316EZS5,30.0
A0A0D0IRV7,30.0
C7P834,85.0
A0A1G8DED1,75.0
A0A1L8CWQ6,65.0
A0A561TI59,28.0
A0A1H9SUX1,29.0
A0A177E7C2,65.0
A0A1C4ZC63,28.0
A0A7W5AHA0,28.0
D9RYE5,67.0
F2KS66,75.0
A0A2U3AJX6,27.0
A0A8I1FRH2,27.0
E4SEL5,70.0
C1DU62,68.0
A0A7X0KQY0,28.0
Q9WYK3,75.0
Q9X0J1,75.0
A0A6A9QDC4,88.0
A0A7U9KUX1,26.5
A0A366AWM4,20.0
D5DR22,30.0
F2KN11,75.0
A0A917K5N7,27.0
A0A4S5EAP8,20.0
A0A2B8MVJ5,30.0
A0A1G6SFD1,30.0
F2KSE3,75.0
A0A1I4Y9G9,28.5
A0A1H8T7W7,28.0
A0A859R4I4,28.0
A0A840AND1,25.0
B0KD24,65.0
A0A1M4ZNF2,60.0
E4U6B5,60.0
A0A0G3A5I6,28.0
A0A315SBW2,29.0
A0A1M4Y100,60.0
A0A853DW27,29.0
A0A1W1X305,60.0
A0A8I1K6H7,27.0
A0A7Z8Y6D4,29.0
F2NMC9,70.0
A0A6H9YRI1,28.0
A0A8I0HE29,27.0
A0A1I2J3Y2,30.0
A0A5C4S400,25.0
F2KR40,75.0
A0A5D4S7A7,30.0
A0A1W1WZR3,60.0
A0A1G9RIG9,30.0
A0A6A9QDH1,88.0
A0A1H4KED7,29.0
A0A286HCS7,29.0
A0A511CWI2,29.0
A0A177E6Y3,65.0
A0A1L8CYL4,65.0
A0A432ZEU4,28.0
D9S258,67.0
A0A199XMI7,24.0
A0A1W1X8Q7,60.0
A0A8I1FXM3,27.0
A0A4V1WFA6,10.0
A0A1M4TWB0,60.0
A0A1M7ZS81,30.0
A0A432ZMC6,28.0
A0A1N7FN79,28.0
E4U9E1,60.0
A0A0A0NWQ2,27.0
A0A1W1XVY9,60.0
A0A1S6RGU7,26.5
C7P5C1,85.0
A0A7W5AI99,28.0
A0A0R2FNK4,30.0
A0A562I939,27.0
A0A7W4J7H5,28.0
A0A6A9QFR8,88.0
A0A7W9DRA3,28.0
F2KQ63,75.0
A0A4R7JMU5,28.0
F2NLJ4,70.0
A0A177E756,65.0
A0A317NQ67,29.0
A0A7G9QS05,30.0
C7P7F4,85.0
F2KRF0,75.0
A0A318D6V3,29.0
A0A1S6RKL9,26.5
V8QTF4,28.0
A0A1L8CWF6,65.0
A0A1H9PQU5,29.0
A0A316F2K2,30.0
A0A917KVH9,27.0
C1DXX0,68.0
A0A249MU95,29.0
A0A1L8CTN3,65.0
A0A1L8CVX3,65.0
A0A1H3THE0,28.0
A0A494WDE7,29.0
A0A7G5Z0X2,28.0
F2KNC0,75.0
A0A1L8CTS6,65.0
A0A177E8G4,65.0
A0A1L8CRY1,65.0
A0A327Z764,28.0
A0A923HTI1,20.0
A0A0D0VQR2,28.0
Q9X1S7,75.0
F2KN74,75.0
F2NN03,70.0
A0A4V3Z5X8,20.0
A0A3N2CY04,27.0
A0A1A9FJ68,30.0
A0A1H2L911,28.0
A0A225SSI3,29.0
A0A1I1LM77,29.0
F2KQH1,75.0
A0A177E747,65.0
A0A1X7HD39,30.0
A0A317N3T8,29.0
A0A3N2CRG0,27.0
A0A1L8CUZ5,65.0
A0A1L8CWF4,65.0
A0A918EBA7,27.33333396911621
D9RZN0,67.0
A0A1G8AE68,75.0
A0A1M4TK72,60.0
A0A318RZ46,28.0
A0A3A5K0Z4,29.0
A0A0B6BR78,30.0
D9RYB5,67.0
A0A1M4XQ59,27.5
A0A1L8CUA0,65.0
A0A6P0UL43,28.0
B0KC17,65.0
D9S0S1,67.0
A0A2R4BN73,30.0
A0A921SPN8,28.0
C1DW79,68.0
C7P5J1,85.0
A0A7W7APA9,27.0
A0A512MAW7,30.0
A0A917KK89,27.0
A0A6A9QD51,88.0
F2KSA2,75.0
C8XDN0,27.5
A0A4R1HVX0,28.0
A0A0F4JF16,27.0
D5DSS1,30.0
A0A387FZA7,28.0
A0A3R9F7U8,20.0
A0A7W4YDU5,29.5
A0A512MEB7,30.0
F2KNB2,75.0
A0A7W9SWN6,30.0
A0A561VLB7,28.0
F2NME7,70.0
A0A4R7V169,28.0
A0A1H1L7J7,28.0
A0A1R1EUF0,30.0
A0A1M4ZXK8,27.5
A0A1L8CRI2,65.0
A0A0G2ZKK1,28.0
A0A077LU13,28.0
A0A7D4HZK4,30.0
A0A807AVD6,27.0
A0A095T8F3,28.0
A0A4Y4C706,28.600000381469727
A0A4V2FQI3,28.0
A0A1W1XHR1,60.0
D9RZS1,67.0
A0A1M4WM39,60.0
A0A2K8K985,28.0
A0A1L8CX10,65.0
A0A1I4EAZ3,17.0
A0A177E984,65.0
A0A1G7S9Y1,28.0
A0A511T7Z9,28.0
A0A177E768,65.0
A0A0D2HMD6,30.0
M3ENB9,28.0
A0A1H3QGF6,28.0
A0A177E4E3,65.0
A0A0F0KUV4,27.0
A0A090TNJ3,28.0
A0A368ZK85,25.0
F2KMZ3,75.0
F2NMT7,70.0
A0A542E8U5,29.0
A0A1G7YMU2,75.0
A0A0M0LMC1,30.0
A0A0F5PY40,12.0
A0A7Z0BE98,28.0
A0A3M9XRJ9,26.0
A0A1H7JIL2,29.0
A0A918MBJ7,28.0
A0A1L8CTA8,65.0
A0A542D9I6,29.0
A0A1I7GVW7,28.0
A0A7W6LIV9,30.0
C1DW04,68.0
A0A7W9MW38,28.0
A0A1L8CXI5,65.0
D5QDI4,27.799999237060547
A0A1G7V7F3,28.0
A0A1X3GZH1,30.0
F2KS15,75.0
P96112,75.0
F2NPR4,70.0
A0A542EWW4,29.0
A0A149VFL4,27.0
H8FY01,26.0
A0A6A9QG70,88.0
A0A1L8CT68,65.0
A0A1G7Z411,75.0
A0A1H7RDM3,30.0
A0A1H1F9T1,30.0
A0A0P6XZ14,27.0
A0A177E6U5,65.0
A0A0A0NEP4,27.0
A0A7W7VV96,27.5
A0A494W0V7,29.0
A0A1W1XAR6,60.0
A0A250VDM0,26.66666603088379
A0A2R4BP96,30.0
A0A5B8VFN4,28.0
A0A1W1X761,60.0
A0A4Y4AZU1,22.5
A0A1M6BT46,28.0
A0A0A2UUN7,30.0
C1DXA2,68.0
A0A323V855,29.0
A0A1I2S858,27.0
A0A5D4JKZ8,27.0
M3DLX6,28.0
A0A7J0BTR8,28.0
A0A841DLR6,29.0
A0A7W4YFC9,29.5
C1DUS9,68.0
A0A1W1X4Q3,60.0
A0A1M4XP13,60.0
A0A1Q8SUL8,28.0
A0A1L8CXM2,65.0
E4SB72,70.0
F2KS27,75.0
D9RZJ9,67.0
A0A1H6SB65,30.0
A0A1W1X7X8,60.0
A0A1L8CRP7,65.0
V8QMQ5,28.0
A0A0M8MC92,27.0
A0A1G8AMU3,75.0
A0A3M9XMI2,26.0
A0A1M4YR16,60.0
A0A6A9QH71,88.0
C1DU55,68.0
A0A0T9TM17,29.0
D9S2I5,67.0
Q9X002,75.0
A0A177E947,65.0
A0A2B0DJ88,30.0
A0A975FC56,26.0
Q9X1T8,75.0
A0A1W1WYL4,60.0
A0A177E6V9,65.0
A0A7W3TI95,28.0
D9S398,67.0
F2KRQ7,75.0
A0A1L8CTK5,65.0
A0A6A9QGC3,88.0
A0A1W1XA89,60.0
A0A0M8MJB7,27.0
A0A1G8ETN7,75.0
C1DXI5,68.0
A0A3N2BEV7,30.0
A0A1S6RG90,26.5
C7P5F6,85.0
B0KCZ5,65.0
A0A2B1NKV7,30.0
A0A327Z5Z6,28.0
A0A1M4ZGF4,60.0
A0A1M4VA59,60.0
A0A1W1X216,60.0
A0A4R2NK33,25.0
A0A1M6XC68,30.0
I4AJG9,29.0
A0A6G4AR77,28.0
A0A7W3TF29,28.0
E4U4W1,60.0
A0A561Q0S9,28.0
A0A840ZLP4,27.5
A0A1C5ATS1,27.0
D9RZR8,67.0
A0A1H2Z5D9,28.0
A0A317NVI0,29.0
A0A4Q4KIW0,10.0
A0A317NX37,29.0
A0A177E758,65.0
A0A495WJ15,28.0
C7P5S9,85.0
A0A1I2W2N0,27.0
A0A7X4YJC6,28.0
Q9WYK8,75.0
A0A1H3E4A1,28.0
M3FSZ5,28.0
A0A1H3R8X5,28.0
A0A7W7MZ55,29.0
A0A2K8NZA7,23.0
Q9X177,75.0
A0A0D2JDA4,30.0
A0A561SSP6,28.0
A0A7X5ZX89,30.0
A0A1C4YTH1,27.0
A0A8J3B114,28.0
A0A6A9QB71,88.0
A0A1W1XKX1,60.0
C1DUB8,68.0
C1DVM8,68.0
A0A3D9BPA0,29.0
D5QCG4,27.799999237060547
G7Z381,30.0
A0A177E4I0,65.0
E4U4M7,60.0
D9S3S0,67.0
A0A0B8XUJ4,28.0
F2F2N7,28.5
A0A1X6Z025,25.0
A0A4Y9AE88,30.0
A0A3G7UEZ9,29.0
A0A427U4D7,20.0
A0A7W7IQP5,28.5
A0A4Q7CQM5,30.0
A0A919MJF5,27.0
A0A853DJ99,29.0
E4TYP9,25.0
A0A2R5EG92,30.0
A0A561TED1,28.0
A0A1W1XVA1,60.0
P38517,75.0
E4SE10,70.0
A0A7Y9WWT3,28.0
A0A1T4ZPM1,20.0
A0A1I7EVJ3,28.0
B0KAM2,65.0
A0A1G7ZEN8,75.0
F2KRR0,75.0
A0A1G8BYQ1,75.0
A0A4Y4ASQ0,22.5
F2KPP7,75.0
A0A3N1XKF4,30.0
A0A1I1U591,29.0
A0A6G6JW63,28.0
F2KMG8,75.0
A0A1L8CVB0,65.0
D9RYW9,67.0
A0A0F4I460,27.0
C1DXS5,68.0
A0A1H5XUW9,20.0
A0A0P9EE18,30.0
A0A0U4YAF8,30.0
A0A6A9QCS1,88.0
Q9X2A6,75.0
A0A1W1XDQ9,60.0
A0A1X6ZG84,25.0
D9S0K4,67.0
A0A124HJD5,27.0
A0A143HDM8,30.0
A0A3B0MCZ2,20.0
A0A387G1S4,28.0
A0A1G6AVH5,30.0
A0A6A9QEL6,88.0
F2NLP4,70.0
F2KR44,75.0
E4U6L6,60.0
A0A1M5M9N8,28.0
A0A177E4P1,65.0
A0A511D771,29.0
A0A090T1Q1,28.0
A0A318DBG5,29.0
A0A917L9B5,27.0
C7P5H0,85.0
A0A1X7H6G1,30.0
F2KNM5,75.0
A0A250VL12,26.66666603088379
A0A7W5CY91,30.0
A0A510V6K7,29.0
F2F6L9,28.5
F2KT72,75.0
A0A919VZ66,28.0
A0A7W8Z5K6,28.0
D9S080,67.0
A0A1L8CTQ7,65.0
A0A1I3P2R8,20.0
A0A919JHD8,27.0
A0A327ZFL2,28.0
